gamelength,totalgoldblue,earlygoldblue,midgoldblue,lategoldblue,totalgoldred,earlygoldred,midgoldred,lategoldred,earlygolddiff,midgolddiff,lategolddiff,bKills,bTowers,bInhibs,bDragons,bBarons,bHeralds,rKills,rTowers,rInhibs,rDragons,rBarons,rHeralds,bluewin,Year,League_CBLoL,League_CLS,League_EULCS,League_IEM,League_LCK,League_LCL,League_LJL,League_LLN,League_LMS,League_MSI,League_NALCS,League_OPL,League_RR,League_TCL,League_WC,Season_Spring,Season_Summer,Type_International,Type_Playoffs,Type_Promotion,Type_Regional,Type_Season
40,62729,7415,29141,50672,56672,7984,28073,47619,-569,1069,3053,32,9,2,1,0,0,18,4,0,3,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38,57702,7796,26277,45917,56537,7761,24931,44373,34,1345,1544,20,7,0,3,1,0,18,7,1,1,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,70270,8000,31424,55072,56355,7437,26249,46878,563,5175,8193,44,15,4,4,1,0,16,2,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41,58612,7834,26344,45168,63119,7858,25226,48523,-25,1119,-3355,20,4,0,0,1,0,42,7,1,4,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,60269,6652,22728,42269,48947,6602,23054,38690,50,-326,3578,44,8,1,2,1,0,20,4,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
24,31022,5231,16449,27601,38074,5269,16368,32156,-38,82,-4556,8,0,0,0,0,0,16,10,2,3,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
39,68888,7865,29577,56143,54795,8457,26974,46593,-591,2602,9550,50,10,2,3,1,0,14,3,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43,77050,8942,31390,58285,61654,8882,29861,52181,60,1529,6103,54,11,3,3,2,0,24,9,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41,59589,8091,29365,50496,70503,7929,27230,51763,162,2135,-1267,16,6,0,0,1,0,44,11,4,4,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
32,57686,6787,21209,40255,46819,6456,21102,38785,330,107,1470,32,11,3,1,1,0,18,3,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
52,79673,10888,38215,63511,67461,10576,33320,56042,312,4895,7469,10,11,3,5,1,0,8,7,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,70891,9239,31756,57048,70393,9390,33404,54938,-151,-1649,2109,32,8,2,1,1,0,28,6,1,4,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38,67964,7992,27895,48640,52080,7941,25337,40854,51,2558,7786,30,11,3,4,2,0,6,4,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31,40857,6478,19798,34541,51711,6936,23046,40911,-458,-3248,-6370,8,2,0,1,0,0,24,11,2,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,54782,7269,25803,44300,44591,6574,21748,37700,696,4055,6600,26,11,2,3,1,0,8,3,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38,59361,8055,27596,47024,52276,7637,23971,42716,418,3625,4308,30,10,2,5,0,0,14,3,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,50744,7611,25583,42765,71350,7566,29145,52993,45,-3562,-10228,4,4,0,0,0,0,42,12,3,5,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
39,61601,7973,28144,48629,49274,8163,25835,41922,-190,2309,6707,26,10,1,4,1,0,2,3,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,64058,8475,28888,50839,62056,7970,25615,49374,505,3272,1465,40,8,1,2,0,0,28,8,2,2,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
39,60829,7820,29073,52840,63126,8391,28431,50019,-571,642,2821,30,4,0,1,0,0,38,8,1,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
49,71651,10454,37251,60443,89858,10314,37271,69324,141,-20,-8881,24,5,0,2,0,0,54,11,4,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,57704,6745,23958,42567,47025,6696,20515,37819,49,3443,4749,34,9,2,2,1,0,8,3,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
36,50216,8105,26030,44569,62972,8109,26306,51839,-4,-276,-7271,12,5,0,3,0,0,36,12,2,1,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43,71947,9764,30883,58192,56138,8865,29541,46818,899,1342,11374,20,11,4,3,2,0,8,2,0,3,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
32,44256,6573,20245,35876,62024,6882,25362,46343,-308,-5117,-10467,20,2,0,1,0,0,42,9,2,2,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31,50894,7001,22523,38458,39505,6150,17867,33436,850,4656,5023,12,10,2,3,1,0,8,3,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
36,64844,7854,27089,52685,50831,7508,24223,44197,345,2866,8488,32,14,1,2,1,0,14,4,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41,58442,7991,27140,47826,66936,8114,27447,51959,-123,-307,-4133,16,5,0,2,0,0,36,9,1,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31,56452,7032,24336,41352,38777,6212,19219,32558,821,5117,8794,36,11,4,3,1,0,6,2,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
30,55041,6754,24884,44543,39704,6821,21131,35369,-68,3753,9174,36,10,2,3,1,0,8,2,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45,63609,9404,32865,54887,70387,9281,32733,56422,123,132,-1535,16,4,0,3,0,0,32,10,3,2,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42,73235,9611,31464,57547,63477,9851,32032,52791,-240,-568,4756,60,8,1,4,0,0,24,3,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
27,31786,5267,16461,27193,46437,5361,18981,33242,-94,-2520,-6050,2,1,0,2,0,0,14,9,1,1,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,44815,6617,20181,35503,61358,6616,28316,48271,1,-8135,-12767,6,2,0,1,0,0,36,11,3,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43,65000,8843,32886,50818,81933,9497,35645,66377,-655,-2759,-15559,34,3,0,2,0,0,50,11,5,3,3,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
37,63371,7628,25876,46948,52994,7966,27830,45605,-338,-1954,1343,32,9,1,2,1,0,16,3,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,72105,8468,31064,53819,59481,8290,27690,50748,178,3374,3071,48,11,3,2,1,0,22,5,0,3,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,71614,9715,32062,58802,73039,8971,31275,53807,744,787,4995,30,6,1,4,2,0,40,9,1,1,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
48,86781,11232,35274,69040,68754,10354,33683,57400,878,1591,11640,48,16,4,4,2,0,22,4,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
39,67932,8278,30507,51904,57414,8772,31204,49431,-495,-697,2473,54,9,1,2,1,0,30,6,0,3,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,58569,7827,28264,47841,63019,8044,26127,45968,-216,2137,1873,14,5,0,3,1,0,20,9,1,2,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
49,70221,9868,35704,61269,74791,10464,33205,58802,-597,2499,2467,26,7,1,2,0,0,40,9,1,5,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
37,64875,7960,27121,48768,50163,7449,24285,41794,510,2836,6974,28,10,2,2,1,0,6,4,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,45351,6065,20566,35029,58391,7783,25154,43309,-1718,-4588,-8280,10,2,0,1,0,0,28,11,3,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
24,40826,5320,20137,33624,30530,5183,15715,26772,138,4422,6852,20,7,1,2,1,0,4,2,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44,70311,8939,30146,52958,64040,9394,30055,49618,-456,91,3340,30,10,3,3,2,0,22,5,1,3,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
54,90523,12356,42872,79245,89194,12083,39863,71090,273,3008,8155,46,11,7,7,2,0,42,3,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
47,70262,8939,34854,56038,84614,9598,33838,61395,-660,1016,-5356,24,6,0,3,0,0,52,9,2,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,45053,6984,23122,39649,57521,6528,25014,45795,456,-1892,-6146,18,3,0,1,0,0,40,11,3,2,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
30,52046,6688,22992,42588,37952,6520,19904,32123,168,3087,10465,28,10,2,3,0,0,10,0,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
34,45062,6494,22439,37981,58887,6706,23869,43213,-211,-1430,-5232,6,3,0,2,0,0,20,10,2,2,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
49,77749,10612,39166,64633,77584,10512,33599,59304,100,5566,5329,36,8,1,1,1,0,22,8,2,4,2,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
29,53344,5836,19897,36070,39069,5520,17958,31837,316,1940,4232,26,10,1,3,1,0,6,0,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,62572,6867,25904,48806,44803,6478,22428,37534,389,3477,11272,40,10,1,3,2,0,12,2,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
29,54095,5389,20640,36715,34867,4971,16031,26984,418,4609,9730,30,11,2,3,1,0,6,0,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,57140,6279,24503,46030,40838,6445,20115,34390,-167,4389,11640,30,11,3,3,2,0,6,2,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
30,54032,6608,22855,42305,36728,6234,18694,31451,375,4161,10854,32,11,2,4,1,0,4,1,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42,69240,9339,30404,54301,63856,9646,33992,55543,-307,-3587,-1242,42,8,1,3,0,0,22,4,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
55,86466,11789,42878,71364,94673,12191,42654,74226,-402,224,-2862,30,8,1,4,1,0,44,9,1,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38,66716,7628,27527,49626,51153,7747,25258,42069,-119,2269,7557,38,10,2,2,1,0,10,3,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
51,76901,11612,39341,64907,74757,10214,35024,64245,1398,4316,662,40,9,1,3,1,0,20,6,1,3,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
36,47505,8037,22650,39615,62019,8037,26019,51029,0,-3370,-11414,8,2,0,2,0,0,22,11,4,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,74619,10032,33320,58729,76310,9198,34381,60100,835,-1062,-1372,40,7,1,2,2,0,40,9,1,3,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,70930,7891,30499,53107,61661,7666,26699,49470,225,3800,3638,38,8,1,2,1,0,6,7,2,3,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,68445,9218,31739,53097,72165,8682,31964,56160,536,-225,-3063,16,3,0,1,1,0,30,8,1,5,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,75833,9585,35684,57351,67409,8769,31063,56632,816,4621,719,34,11,3,4,1,0,22,4,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
37,65400,8351,27963,48482,51231,7951,24543,43206,400,3420,5276,34,9,2,4,1,0,14,2,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
29,38525,5473,17803,30670,59345,5469,20041,41482,5,-2237,-10812,6,1,0,0,0,0,42,11,3,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45,79626,8967,32356,60694,61157,8581,29551,50882,385,2804,9812,40,11,4,5,1,0,14,3,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31,54312,6787,22553,42461,39325,6329,19470,33257,458,3083,9204,22,11,4,3,1,0,8,1,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
31,42988,6600,19768,35780,56576,6916,23939,45158,-316,-4171,-9378,18,3,0,0,0,0,42,8,1,4,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,43575,6245,23664,37940,63295,6600,26241,48370,-355,-2576,-10430,6,2,0,1,0,0,40,10,1,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
37,56988,8260,29851,48293,60687,8056,25827,47478,203,4024,815,20,4,0,0,0,0,32,9,1,4,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38,60462,7424,25488,45015,57049,7430,25011,47818,-6,478,-2803,26,8,1,2,1,0,22,6,0,2,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45,66491,9229,33349,55251,74064,9276,33923,57415,-46,-574,-2164,26,4,0,0,0,0,40,10,2,5,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,53798,8164,26327,43731,66831,7436,29232,54479,728,-2905,-10748,6,2,0,2,0,0,26,11,4,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42,69962,9527,31291,57755,59953,9478,30309,52034,49,982,5721,28,10,2,4,2,0,10,5,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
47,78445,9445,32629,59370,77004,9827,33168,62362,-382,-539,-2992,44,8,1,2,1,0,36,7,2,4,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42,70800,9960,35235,56871,59405,9164,30136,50102,795,5099,6769,32,9,1,4,2,0,30,4,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
37,49661,8228,24211,41276,62884,7956,26813,52327,272,-2602,-11051,14,1,0,1,0,0,42,10,3,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45,68054,9004,32693,56463,72378,9678,33951,59601,-674,-1258,-3138,24,6,0,2,0,0,34,8,1,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
34,48363,6240,23294,39889,52969,6410,23548,41413,-170,-255,-1525,20,4,0,1,0,0,38,8,1,3,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
36,58907,7772,26924,48255,49124,7822,25957,42153,-50,967,6102,44,8,1,3,1,0,16,2,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
36,45818,7639,23197,38516,61640,8311,26852,50178,-672,-3654,-11662,10,2,0,2,0,0,28,9,2,2,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42,58726,9111,29361,50173,70785,9107,30285,57957,4,-924,-7785,10,3,0,1,0,0,32,9,1,4,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,61124,6733,25007,45958,48947,6690,20779,39710,43,4228,6248,40,11,3,3,1,0,10,4,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40,66977,8232,30469,52385,60101,8237,26713,50598,-5,3756,1787,28,9,1,2,1,0,12,4,0,2,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,43546,6154,22180,37287,58919,7079,24785,45694,-925,-2605,-8406,12,1,0,0,0,0,42,9,1,4,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
34,59791,6726,23642,46664,46877,6538,24859,39352,188,-1217,7311,42,10,2,5,1,0,8,3,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
34,48411,6544,21211,37468,60191,6419,24816,48320,125,-3605,-10853,20,2,0,1,0,0,40,11,3,4,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,70481,8921,32392,57998,74273,9039,31728,59171,-119,664,-1173,32,4,0,3,1,0,46,8,1,3,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
28,46116,5831,18578,35055,39333,5107,17487,33153,723,1091,1902,24,8,1,1,1,0,12,3,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
46,68832,8972,31150,55662,68013,9651,32870,53305,-678,-1720,2357,30,8,2,0,1,0,20,7,0,5,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
44,64269,9820,30484,51181,78803,9621,33070,60679,199,-2587,-9499,20,3,0,1,0,0,46,11,3,4,3,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,54243,6426,22863,43726,40338,6156,20627,34809,270,2235,8917,32,10,3,2,1,0,6,0,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,45248,6306,22047,38246,67214,6573,25271,51882,-266,-3223,-13636,16,2,0,1,0,0,44,9,1,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43,70098,9289,29864,57598,69518,8980,29797,53322,308,66,4276,42,6,1,0,1,0,44,7,1,4,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42,71678,9358,29471,56935,64724,9023,32545,55084,335,-3074,1851,44,11,2,2,2,0,30,5,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,62474,7031,26493,47100,46405,6828,21912,37044,203,4582,10056,32,11,4,4,2,0,8,0,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,63590,8399,30046,51971,71653,8338,28803,54881,61,1243,-2910,28,6,0,3,0,0,58,10,2,1,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,57180,6694,24408,42257,48717,6848,23199,39577,-154,1209,2680,36,8,1,4,1,0,20,2,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43,61862,9136,30316,51811,69349,9340,31553,52399,-204,-1237,-588,22,4,0,3,0,0,32,10,2,2,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,40085,6020,20118,34544,60841,7869,26695,51235,-1849,-6577,-16691,10,1,0,0,0,0,44,9,1,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,49187,7372,24623,41720,63435,8307,28912,51372,-935,-4289,-9652,12,3,0,1,0,0,32,8,1,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43,69784,9398,34321,57432,58147,9142,29068,47801,256,5253,9631,34,11,3,4,2,0,16,4,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38,49954,7777,24974,39721,67490,8664,28882,49959,-887,-3908,-10238,10,4,0,0,0,0,44,9,1,4,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50,82342,10501,36173,62709,73194,10604,36242,59146,-103,-70,3562,36,11,3,2,2,0,10,6,0,3,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,51782,8568,27949,44174,63010,8294,26296,49865,274,1653,-5691,16,3,0,2,0,0,30,9,1,3,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,45330,6478,22316,39467,58129,6683,24556,48889,-206,-2240,-9422,6,2,0,1,0,0,28,10,2,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,59140,7823,26808,48442,69628,8231,29143,51320,-409,-2334,-2877,14,6,0,0,1,0,34,10,1,4,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
48,71797,10806,34525,61880,74988,10644,37851,63513,161,-3326,-1633,30,4,0,3,0,0,32,10,6,3,3,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
44,61049,9388,29992,50009,74963,9537,32007,57701,-149,-2015,-7693,22,3,0,1,0,0,48,10,3,4,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,56144,8288,27654,47653,61958,8900,27866,50798,-611,-212,-3146,22,4,0,3,0,0,28,8,1,2,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
44,71937,9834,31215,55896,68237,8882,29786,51707,952,1429,4189,32,7,1,2,0,0,28,7,1,2,2,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,67917,8002,29718,50524,57444,8119,26638,48759,-117,3081,1765,46,10,3,2,1,0,16,4,0,3,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,51684,6973,24537,41458,38273,6448,20395,33122,526,4142,8335,36,11,3,3,1,0,0,0,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,42916,6001,19107,35629,57981,7461,24010,42966,-1460,-4902,-7337,18,2,0,0,0,0,46,9,2,3,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,52569,6828,21946,41018,46296,6487,19270,37966,341,2676,3052,42,9,2,1,0,0,18,4,0,2,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
48,84515,10820,37329,68832,69261,10221,33355,58574,599,3973,10258,52,10,2,4,2,0,28,3,0,1,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,51453,8758,26689,44305,59632,8685,28885,47439,73,-2196,-3134,20,4,0,1,0,0,24,8,1,2,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,49242,8126,24445,40566,60551,8116,29383,48291,9,-4938,-7726,8,4,0,0,0,0,34,8,1,4,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
49,83451,12306,37450,70613,74255,10885,36381,61729,1421,1069,8884,38,10,3,3,3,0,30,7,0,4,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,65734,7498,28820,53346,64745,8502,29691,51405,-1004,-871,1941,42,8,1,3,1,0,18,6,0,1,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,55990,8046,29837,48461,66616,7957,28112,51131,89,1725,-2669,26,5,0,4,0,0,48,8,1,0,1,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42,61913,9642,31315,50288,64406,9513,30613,53854,129,702,-3566,20,4,0,4,1,0,26,8,1,1,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,55855,6734,24244,42435,46905,6494,22151,37875,241,2093,4560,46,8,1,4,1,0,14,4,0,0,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
