gamelength,totalgoldblue,earlygoldblue,midgoldblue,lategoldblue,totalgoldred,earlygoldred,midgoldred,lategoldred,earlygolddiff,midgolddiff,lategolddiff,bKills,bTowers,bInhibs,bDragons,bBarons,bHeralds,rKills,rTowers,rInhibs,rDragons,rBarons,rHeralds,bluewin,Year,League_CBLoL,League_CLS,League_EULCS,League_IEM,League_LCK,League_LCL,League_LJL,League_LLN,League_LMS,League_MSI,League_NALCS,League_OPL,League_RR,League_TCL,League_WC,Season_Spring,Season_Summer,Type_International,Type_Playoffs,Type_Promotion,Type_Regional,Type_Season
38,59773,8511,26538,49058,71404,8554,28822,56393,-43,-2284,-7335,12,3,0,0,0,0,38,10,3,4,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,70879,8980,30560,56571,79773,9345,34806,63804,-365,-4246,-7233,44,5,0,2,0,0,56,11,3,2,2,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,56178,7304,27122,46751,64209,7359,25260,49580,-55,1862,-2829,14,5,0,1,0,1,38,10,2,2,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
47,83832,9910,35997,62484,81396,9861,35344,67430,49,653,-4946,38,11,2,2,1,0,34,9,2,3,1,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,60206,7693,25214,50080,52548,6962,24603,43809,732,612,6271,32,11,2,1,2,0,16,4,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,63983,7169,24892,46239,55936,7276,28946,47436,-107,-4054,-1197,38,9,1,2,1,0,20,5,0,1,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,68711,8857,28406,54817,55314,8200,27903,47221,657,504,7596,22,9,1,2,1,1,14,3,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,78088,9238,32093,56093,64613,8597,30082,51242,641,2011,4851,36,11,3,3,2,0,8,2,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43,83685,10481,35094,62486,66154,9683,33432,55131,799,1661,7355,36,11,3,3,1,1,14,4,0,1,1,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
62,110660,15581,53137,92926,112482,15963,49308,86941,-382,3829,5985,30,10,6,3,2,1,62,8,1,4,3,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
24,42140,5788,17395,32872,39335,5862,18425,35579,-74,-1031,-2706,20,8,1,1,1,0,22,4,0,1,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,64264,7670,25562,48381,50881,7673,26646,42692,-2,-1085,5689,24,11,3,3,2,1,10,3,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
47,84353,11302,36130,68591,78875,9622,34254,60136,1680,1876,8455,38,11,3,4,1,1,32,4,0,1,1,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,68033,8074,28109,51690,72179,10316,32032,55563,-2243,-3923,-3873,28,4,0,2,0,1,30,10,1,3,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,73053,8584,31764,61534,60657,8644,29340,50041,-60,2424,11492,40,10,2,2,2,1,14,3,0,3,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,58577,7236,26826,50943,45394,7680,22020,38366,-444,4805,12577,56,10,1,3,1,1,14,2,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,68943,8581,30090,52294,76985,8945,30450,58062,-363,-360,-5768,28,6,1,2,0,0,38,8,1,2,2,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,53733,7441,24880,42235,62838,7422,27381,50167,19,-2501,-7932,26,2,0,2,0,0,34,9,1,2,2,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26,47397,5523,16789,33235,38470,5701,17252,31302,-178,-462,1934,26,7,1,2,1,0,6,3,0,0,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27,52616,5826,22412,41257,39289,5733,18931,33739,94,3481,7518,32,10,2,2,1,1,10,2,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,53693,7179,25859,46187,59597,7648,25468,44462,-469,390,1726,10,5,1,0,0,1,20,9,2,2,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
47,80750,10082,36976,64625,85377,9981,36918,63702,102,58,923,26,5,0,1,1,0,30,9,1,4,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43,83106,10156,35673,66098,70702,9640,33901,58609,516,1772,7489,28,10,2,2,2,0,16,3,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42,67978,9767,35719,58420,76231,10442,33545,62348,-674,2174,-3929,34,3,0,1,0,1,34,10,2,2,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,59428,6995,23770,42794,49967,7392,24385,41521,-397,-615,1274,22,9,1,2,1,0,12,3,0,1,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,50926,6976,23042,40734,62194,6853,24816,46680,123,-1774,-5947,18,2,0,0,0,0,44,10,2,3,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,61028,8585,29829,51989,75032,8959,30371,59864,-374,-542,-7875,16,2,0,1,0,1,40,10,2,3,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50,91041,12905,42148,72281,87633,12265,40077,69507,640,2071,2773,32,10,4,3,1,1,34,4,0,2,2,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,55235,8329,26141,46582,67206,9378,32089,56624,-1049,-5948,-10042,14,0,0,0,0,0,24,11,3,3,2,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
47,88437,9819,38053,74182,88480,10603,35949,63448,-784,2104,10734,60,10,2,3,1,1,46,8,1,2,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42,72890,10874,35789,63605,76351,10025,36048,66028,849,-260,-2423,42,6,1,2,1,1,62,9,1,2,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38,59070,8844,28426,47277,67129,8627,29393,51932,217,-967,-4655,16,4,0,1,1,1,24,10,2,3,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26,40299,5744,17892,32833,50569,5677,17301,35169,67,591,-2335,16,2,0,1,0,0,40,8,1,1,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
44,66076,10104,33952,53552,76540,10296,34104,59385,-192,-152,-5833,22,3,0,1,0,1,40,9,2,3,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
28,39685,5709,18283,32659,54508,5801,20658,38564,-92,-2375,-5905,2,1,0,0,0,1,28,10,2,3,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,76434,9291,29364,54337,66688,8524,32681,55212,767,-3317,-876,38,10,2,2,1,1,24,2,0,3,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,57438,9280,30303,50720,70808,8648,29655,54609,632,647,-3889,12,4,0,0,0,1,42,11,4,4,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,57216,8691,30555,50475,73789,9147,33831,59251,-455,-3275,-8776,20,3,0,0,0,0,52,10,1,5,2,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
44,72381,10459,32736,57996,78244,10265,32411,59069,194,325,-1073,38,3,0,0,0,1,30,10,1,3,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,44640,7416,23005,39173,57884,7383,26422,48423,33,-3417,-9250,16,1,0,0,0,0,40,11,3,3,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,64575,7883,26544,49229,54806,7324,25052,44304,559,1492,4924,38,10,2,2,0,1,12,3,0,2,1,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
51,87175,12232,39767,68061,90859,12034,43503,76878,198,-3736,-8817,32,7,2,1,0,1,40,9,3,4,1,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,77160,9548,34627,62533,64675,8314,27024,52437,1234,7603,10096,34,11,2,3,3,1,18,5,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29,55863,5916,19597,36268,44891,5820,19351,34814,96,246,1454,28,9,2,3,1,0,10,3,0,0,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,60235,7491,25959,45252,50543,7024,24460,41280,467,1500,3972,34,8,1,4,1,0,8,1,0,0,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29,45010,5859,19976,35510,53981,5903,20915,36145,-44,-938,-635,24,2,0,0,0,1,24,9,1,2,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
47,77684,10329,32625,63564,84495,9969,36713,62612,360,-4087,951,18,5,0,1,1,0,36,11,2,4,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,65214,8935,29995,49538,61120,8671,28243,50524,264,1752,-986,26,8,1,2,1,0,12,5,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,55995,7036,23313,46737,44175,6788,22852,38051,249,461,8686,34,10,1,3,1,0,12,1,0,0,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,47497,7097,23640,39364,58455,7204,24418,49770,-107,-778,-10405,22,2,0,1,0,0,40,11,3,2,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,65995,7041,26475,47341,55777,7339,24853,44754,-298,1623,2588,28,11,3,2,2,1,8,3,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,64535,7449,24361,47780,48704,7264,23321,38724,185,1040,9056,30,9,1,2,2,0,4,2,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,65161,7683,25115,51098,57049,6782,23202,43443,900,1913,7655,42,11,4,3,1,1,10,3,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,60766,7723,24826,47916,52467,6758,25792,43582,965,-966,4335,34,10,3,3,1,1,20,1,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38,61158,8265,29300,50009,68441,8405,31430,53649,-140,-2131,-3640,12,4,0,2,0,1,20,11,3,2,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,50653,7445,24995,41759,62704,7132,25532,47471,312,-537,-5712,12,2,0,2,0,0,30,9,1,2,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
28,40498,5502,17882,32470,53532,5615,21535,40181,-113,-3652,-7711,8,1,0,0,0,0,48,10,2,3,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
24,48415,6087,21125,39168,33421,5264,15704,27970,823,5421,11198,36,10,2,2,1,1,6,0,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,60115,7466,24225,47326,50373,7316,24045,38936,150,180,8390,20,11,5,2,2,1,8,2,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,60957,9103,30346,53772,66654,9039,30811,53858,64,-465,-86,24,4,0,0,0,1,28,9,1,4,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,64848,7234,25395,46280,55757,7324,25510,47487,-89,-115,-1206,30,10,2,2,1,0,20,3,0,1,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
51,93747,12125,44546,77107,85161,11747,40652,72454,378,3894,4652,42,10,2,1,3,1,26,5,0,3,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29,58276,5707,22642,41659,41292,5496,17880,29777,211,4762,11882,54,9,1,3,1,1,14,0,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38,57027,8248,27798,46600,67758,9729,30525,50634,-1482,-2728,-4034,8,3,0,0,0,0,22,11,3,4,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,46976,7658,22751,39130,59804,6914,24092,46092,744,-1341,-6962,10,1,0,0,0,0,32,10,1,3,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29,55915,5604,20692,37500,41245,5623,18031,33459,-19,2662,4041,40,10,2,2,1,0,12,1,0,1,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
51,97215,12026,42560,79482,96102,11893,39731,75813,133,2829,3669,26,11,3,2,1,0,32,7,1,3,2,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,64553,7503,26715,48172,46515,6969,21107,37832,534,5609,10340,32,10,1,1,1,1,6,1,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
28,40229,5975,19085,32852,55644,5546,20762,41772,429,-1677,-8919,12,0,0,1,0,0,46,11,2,1,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
33,54307,7110,26735,46584,59933,7243,25447,48541,-134,1288,-1956,18,5,0,1,0,1,26,10,1,3,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,55883,6649,26073,46430,60329,6499,24311,42720,150,1762,3710,16,4,0,3,0,1,32,10,2,1,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,55422,7656,24322,44776,45655,6962,22639,40574,694,1683,4202,36,9,1,2,1,1,18,1,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,69613,8955,29145,55354,58103,8600,28950,48398,355,195,6956,28,11,3,1,2,1,8,1,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50,88512,13320,41430,70270,87450,11101,38720,72165,2218,2710,-1895,30,8,1,2,0,0,28,6,0,3,2,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
58,99307,13188,47519,78857,96243,12738,44647,79602,450,2872,-745,28,10,3,4,2,1,16,4,0,2,1,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42,76081,10106,36817,62296,72150,10940,35416,59976,-834,1401,2320,34,11,3,4,1,0,24,4,0,1,1,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,56932,7384,26857,45698,63412,7502,27395,49324,-118,-538,-3626,26,4,0,1,1,0,34,10,2,3,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,68990,9318,31563,53380,55236,8226,28762,48073,1092,2802,5306,44,11,3,3,1,1,18,2,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,56600,7294,23787,44746,46546,6762,22871,38839,532,916,5907,22,10,2,4,2,0,8,2,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,54877,7418,23302,41045,52071,6922,24029,40561,496,-727,484,26,9,3,3,1,0,8,6,0,0,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,61708,8736,31154,52480,70498,8841,29033,53696,-105,2121,-1216,14,4,0,2,0,0,30,10,2,3,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,52893,7229,23028,42176,63987,6976,25157,49218,253,-2129,-7042,10,1,0,0,0,0,22,10,1,4,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,63153,8652,28495,51098,70571,9171,31868,58096,-519,-3373,-6998,14,3,0,1,0,1,44,8,2,3,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,64305,7120,24466,46761,51109,6837,24300,42837,283,166,3923,10,11,3,1,1,1,4,2,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
29,53463,5657,21744,39663,41880,5703,18814,32851,-47,2930,6813,26,9,1,3,1,1,6,1,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38,68383,8673,28868,52433,55280,8939,27826,45676,-266,1042,6757,18,11,3,1,2,1,6,1,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,51040,7032,24651,41350,64609,7553,26717,52466,-521,-2066,-11116,12,2,0,0,0,0,38,9,1,4,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,45859,7506,21965,37780,59515,7230,24936,43473,276,-2971,-5694,6,1,0,1,0,0,38,10,2,2,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,63009,7644,25519,45629,50958,7195,22822,41955,449,2698,3674,32,10,1,2,1,0,20,2,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
49,86094,11730,40415,70137,92124,12216,43655,74505,-486,-3240,-4368,42,6,0,1,2,0,56,9,2,3,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38,64519,9537,31091,52253,65130,7717,27054,47516,1820,4037,4738,26,7,2,3,0,0,22,7,1,0,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,57137,7168,23027,42175,49681,7230,23677,41589,-62,-650,586,22,9,1,1,1,1,8,3,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,74232,8770,31044,53296,70713,8530,32993,59274,240,-1948,-5978,28,7,1,1,1,0,28,8,3,3,1,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27,48636,5570,19279,36840,41362,5806,20440,35596,-236,-1161,1244,20,8,1,2,1,0,8,1,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,62378,6886,26163,48363,47857,8118,22401,37012,-1232,3762,11351,34,10,2,1,1,1,12,0,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,56366,7567,25402,43257,63793,6808,24633,46845,759,769,-3588,16,3,0,3,1,0,38,10,1,1,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,56461,7356,24041,44664,44138,6960,22425,38325,396,1616,6339,34,10,2,1,1,1,4,2,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
44,74814,9767,32578,57503,78384,10658,36022,62531,-891,-3443,-5028,30,7,1,2,0,0,22,5,0,3,2,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,55958,8394,28077,47105,71432,9144,29320,55447,-751,-1243,-8342,4,2,0,0,0,1,48,10,2,4,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,64183,7594,26518,49273,53450,6891,25063,42804,703,1455,6469,28,11,3,4,1,1,20,1,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,63964,9172,30835,53081,78027,8494,31482,59979,678,-647,-6898,30,3,0,1,0,1,48,11,3,3,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,52912,7572,25933,42413,46944,7223,23261,40979,349,2672,1434,26,8,1,3,0,1,12,3,0,0,1,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,59982,7311,27343,50250,60020,7746,27055,46201,-436,288,4049,30,7,1,2,1,1,30,9,2,2,1,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,60315,8804,28779,52121,71368,8717,31012,55802,87,-2233,-3681,14,4,0,0,0,1,28,8,1,3,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
30,58430,7289,26657,51055,47143,7237,23805,40391,52,2852,10664,38,10,3,4,1,0,14,2,0,0,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,56118,7155,25378,44115,65475,7145,26116,48189,10,-738,-4075,4,6,1,1,0,0,22,10,1,3,2,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,68731,8450,30693,57310,65030,8859,31122,54108,-409,-429,3202,32,9,1,2,2,1,24,5,1,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
55,96309,12918,45682,79914,97716,12953,42200,77259,-35,3481,2656,32,9,1,3,2,0,40,10,2,3,1,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,66452,7446,26289,50718,55727,6740,23171,41761,706,3118,8957,28,9,1,3,1,1,20,3,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
37,74193,8652,32010,55890,59524,9358,28110,48384,-706,3900,7507,40,11,3,4,1,1,10,1,0,1,1,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
38,74707,9777,32446,54707,60406,8796,29555,50489,981,2890,4218,46,10,1,4,1,1,28,3,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,62544,8875,32887,53221,73832,8450,31320,59658,425,1566,-6437,30,4,0,2,0,1,34,9,1,3,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
24,45195,5658,17962,36070,34080,6207,18118,30711,-549,-156,5359,26,8,1,1,1,1,8,1,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25,44862,5649,17495,33604,38653,5533,17155,32020,116,340,1584,34,6,1,1,1,1,8,3,0,2,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,54123,7272,23561,45629,46978,7241,21631,37242,31,1930,8387,36,10,2,3,2,0,20,1,0,0,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,60304,7373,25764,46048,51574,6895,26380,43110,478,-617,2938,28,9,2,3,1,1,18,3,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39,68021,10008,34724,57749,71188,8663,29948,56410,1345,4777,1339,32,6,0,0,0,1,40,10,2,5,2,0,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,60871,7157,23887,46316,48341,7185,23767,38511,-29,121,7805,18,11,3,2,2,1,12,1,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,69063,7349,27800,51100,51695,6962,23037,39849,387,4764,11251,38,11,3,2,1,1,4,0,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41,61797,8800,29072,50381,77326,8921,31874,56323,-121,-2802,-5942,6,3,0,1,0,0,12,11,3,4,2,1,0,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27,53719,6256,22235,40568,38420,5686,19709,32660,570,2526,7908,32,11,3,3,1,1,10,0,0,0,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,62063,6844,24531,48087,56092,7078,27005,46578,-234,-2474,1509,40,9,1,2,1,1,24,5,0,1,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
31,57234,7131,27663,47394,50991,6979,22508,42638,152,5155,4756,42,11,4,3,1,0,16,3,0,0,1,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34,62866,7360,25750,46221,54738,7075,26328,45871,284,-578,350,30,11,3,0,1,1,14,3,0,3,0,0,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
35,64686,7458,26360,47782,51668,6919,23871,42541,540,2489,5241,34,7,1,3,0,0,8,1,0,0,0,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40,67400,9298,31441,52941,65535,8525,29880,52590,773,1561,351,24,7,1,1,0,0,14,3,0,3,1,1,1,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
